并	325	238
切缘	322	239
2.5	317	240
肝下	316	241
中叶	311	242
覆盖	308	243
钝性	308	244
缝合	304	245
7	304	246
在	302	247
行	298	248
100ml	293	249
肝肾	292	250
型	285	251
口	277	252
200ml	271	253
左内叶	271	254
12	269	255
离断	266	256
重度	264	257
复发	263	258
腹腔镜	260	259
结肠	254	260
10	252	261
受体	247	262
边缘	244	263
刀	243	264
0.8	241	265
肌	238	266
血管瘤	236	267
钳夹	235	268
胆管	233	269
以	231	270
剪开	229	271
平面	228	272
紧贴	225	273
8	223	274
另	222	275
第二	221	276
余肝	221	277
其后	220	278
网膜	220	279
号	219	280
水平	217	281
开放	215	282
0	215	283
周俭	214	284
射频	214	285
创面	214	286
总	212	287
取	211	288
顺行	209	289
无子	208	290
肝周	207	291
右叶	206	292
0.1	206	293
显露	205	294
剪断	203	295
从	201	296
主动脉	201	297
左侧	200	298
缝线	200	299
/	199	300
肠系膜	196	301
B超	196	302
MT	194	303
50ml	194	304
2.0	194	305
表面	193	306
3.5	192	307
15	191	308
肝胃	191	309
毫升	190	310
0.6	188	311
复杂	187	312
病区	184	313
满意	183	314
予以	183	315
脾	181	316
干	181	317
III	180	318
胰腺	179	319
4cm	179	320
各	178	321
肝上	177	322
5cm	177	323
供肝	175	324
IV	175	325
小	174	326
樊嘉	169	327
大	169	328
累及	169	329
1.0	169	330
II	168	331
右前	167	332
扪	162	333
30	160	334
标本	159	335
体位	156	336
脐	155	337
多发	155	338
导管	153	339
结石	152	340
左半肝	152	341
肠粘连	150	342
治疗	150	343
不	150	344
端端	147	345
负压	146	346
遂	146	347
充分	143	348
8cm	143	349
行肝	142	350
卧位	142	351
中线	140	352
穿刺	140	353
共	138	354
右半	138	355
之	136	356
修整	136	357
气腹	134	358
袋	132	359
坏死	132	360
Trocar	131	361
9	131	362
脐上	129	363
1.2	129	364
插入	128	365
血浆	127	366
6cm	126	367
结缔组织	126	368
300ml	125	369
同法	124	370
交界处	124	371
500ml	124	372
癌栓	124	373
孔	123	374
包扎	123	375
第一	122	376
取出	122	377
右后	122	378
液	121	379
无渗漏	120	380
后方	119	381
供体	119	382
戳	119	383
介入	118	384
松解	118	385
灌注	117	386
迅速	116	387
球	115	388
度位	115	389
通畅	115	390
暴露	113	391
融合	113	392
已	113	393
锁骨	111	394
壁	110	395
定位	110	396
侵犯	110	397
留置	110	398
夹	109	399
保存	108	400
青海	108	401
孙惠川	107	402
置	106	403
无菌	106	404
4.5	106	405
乙状结肠	105	406
致密	105	407
史颖弘	105	408
腹部	105	409
肝内	104	410
1.8	104	411
前线	103	412
消融	103	413
腔	103	414
可见	102	415
UW	102	416
高强	102	417
血	102	418
多	101	419
囊液	101	420
开口	100	421
14	100	422
一	100	423
一根	99	424
杨国欢	99	425
大量	99	426
根部	99	427
住院	98	428
IVb	98	429
床位	98	430
少量	98	431
性别	98	432
科别	97	433
10cm	97	434
修剪	96	435
疏松	96	436
紧邻	96	437
16	96	438
液体	96	439
样	96	440
髂	96	441
20	95	442
左支	94	443
均	94	444
右肝	94	445
扩大	94	446
食管	93	447
局部	93	448
贺轶锋	93	449
远端	93	450
旁	92	451
病肝	92	452
沈英皓	91	453
13	91	454
1962	91	455
建立	90	456
呈	89	457
孙健	89	458
赵一鸣	88	459
－	88	460
	88	461
400ml	88	462
宽	87	463
＃	86	464
副教授	86	465
腋	86	466
两枚	86	467
松解术	85	468
IVC	85	469
硬	85	470
永胜	85	471
仔细	85	472
可	84	473
外侧	84	474
肖	84	475
状	84	476
胆囊结石	84	477
人工	84	478
王鲁	84	479
多余	83	480
剪除	83	481
11	83	482
腹膜	83	483
完毕	83	484
止血棉	82	485
查	82	486
	82	487
吻合器	82	488
7cm	82	489
无误	82	490
质硬	82	491
~	82	492
2013	81	493
道	81	494
清点	81	495
静脉曲张	80	496
关闭	80	497
～	80	498
破口	80	499
猜	80	500
结肠癌	80	501
王晓颖	80	502
交界	79	503
粗线	79	504
腹	79	505
收紧	78	506
厘米	78	507
18	78	508
胸	78	509
水肿	77	510
剪刀	76	511
打开	76	512
王征	76	513
3.0	76	514
0.2	76	515
一次	75	516
肝中	75	517
觯	75	518
直肠癌	75	519
近端	74	520
巨大	74	521
快速	74	522
丝线	73	523
踔	73	524
充满	73	525
注射	72	526
100	72	527
贲门	71	528
15mmHg	71	529
段脏面	71	530
15min	71	531
清晰	71	532
顶	71	533
IVa	70	534
男	70	535
19	70	536
2000	70	537
min	70	538
找出	70	539
确认	69	540
血流	69	541
无法	69	542
端	69	543
浆	69	544
17	69	545
清扫	69	546
直肠	69	547
全麻	68	548
肾	67	549
最大	66	550
之间	66	551
10mmTROCAR	65	552
闭断	65	553
冷	65	554
;	65	555
稍	65	556
移除	65	557
剪	64	558
6.5	64	559
左肝管	64	560
成剑文	64	561
部	64	562
大针	64	563
经	64	564
敷	64	565
粘膜	63	566
消融术	63	567
钛	63	568
家属	63	569
“	62	570
	62	571
带	62	572
缝	62	573
引流术	62	574
夹闭	62	575
双侧	62	576
总管	62	577
小肠	61	578
针	61	579
橹	61	580
支	61	581
脊柱	61	582
中输少	61	583
骨骼	60	584
活检	60	585
25	60	586
丁振斌	60	587
”	60	588
於	60	589
或	59	590
靠近	59	591
共计	59	592
改变	59	593
20ml	59	594
固有	59	595
小网膜	58	596
根	58	597
内外	58	598
一并	58	599
向上	58	600
雷	58	601
残端	58	602
创	58	603
鲅	58	604
上下	57	605
剑	57	606
21	57	607
胆汁	57	608
历时	57	609
	57	610
黄成	56	611
予	56	612
近	56	613
冰冻	56	614
考虑	56	615
施国明	56	616
谐	56	617
欣然	56	618
化	56	619
固定	56	620
床	56	621
蔡	56	622
)	56	623
囊壁	56	624
向	56	625
质地	56	626
肌及	55	627
突下	54	628
狭窄	54	629
(	54	630
27	54	631
600ml	54	632
5.5	54	633
导尿	53	634
多枚	53	635
肝门部	53	636
外缘	53	637
关腹	53	638
系膜	53	639
1000ml	53	640
种植	52	641
朱小东	52	642
	52	643
12min	52	644
用	52	645
40cm	52	646
损伤	52	647
潘奇	52	648
搏动	52	649
杨	52	650
啪	51	651
掷	51	652
段间	51	653
腹直	51	654
较	51	655
渗漏	51	656
后壁	51	657
胃底	51	658
尚清	51	659
覆	50	660
离	50	661
右支	50	662
factor	50	663
一个	50	664
陈培	50	665
良好	50	666
邱双健	50	667
断	50	668
26	50	669
30ml	50	670
幽门	50	671
5mmTROCAR	50	672
充血	50	673
growth	50	674
宋康	49	675
7.5	49	676
缝闭	49	677
肝后	49	678
一包	49	679
可能	49	680
间断	49	681
细致	49	682
时	49	683
对拢	49	684
监护室	49	685
800ml	49	686
综合	49	687
充盈	48	688
移植	48	689
原	48	690
吸尽	48	691
远心端	48	692
２	48	693
林	48	694
加缝	48	695
荷包	48	696
nbsp	48	697
质量	48	698
待供	48	699
面	48	700
均匀	48	701
横结肠	48	702
过目	48	703
直视	48	704
欣荣	48	705
病灶	47	706
陈青	47	707
给	47	708
严密	47	709
先	47	710
作	47	711
侧卧位	47	712
起始	47	713
ｍ	47	714
书页	47	715
逐	46	716
癌	46	717
广泛	46	718
支离	46	719
腹外	46	720
觳	46	721
顺次	46	722
整段	46	723
原位	46	724
取双侧	46	725
10mm	46	726
未见异常	46	727
叶及	45	728
开始	45	729
内有	45	730
王聪仁	45	731
肝管	45	732
取肝	45	733
手术台	45	734
断后	45	735
提起	45	736
子灶	45	737
ㄗ	45	738
镜头	45	739
乳酸	45	740
白蛋白	45	741
瘤	45	742
格式	45	743
开腹	45	744
出	45	745
斡	45	746
含	45	747
淋巴	45	748
指	45	749
同时	44	750
同种	44	751
下肝	44	752
李敏	44	753
严重	44	754
左肝	44	755
9cm	44	756
侧枝	44	757
占据	43	758
内无癌	43	759
	43	760
诟	43	761
连同	43	762
Storz	43	763
电钩	43	764
谝	43	765
23	43	766
鞲	43	767
整个	43	768
高清	43	769
注水	43	770
低	43	771
下于	43	772
25g	42	773
继续	42	774
毕送	42	775
异体	42	776
破裂	42	777
拢	42	778
萎缩	42	779
病肝重	42	780
径路	42	781
囊	42	782
28	42	783
转移性	42	784
８	42	785
不清	42	786
腺瘤	41	787
封闭	41	788
输尿管	41	789
	41	790
基本	41	791
肝素	41	792
肠管	41	793
切取	41	794
移植术	41	795
溃疡	41	796
24	41	797
沿圆	41	798
界不清	41	799
柴宗涛	41	800
遇	41	801
肾上腺	41	802
缘	41	803
伴	40	804
界	40	805
水	40	806
观察	40	807
打气	40	808
总及	40	809
备用	40	810
前壁	40	811
提示	40	812
水见	40	813
陈漪	40	814
界清质	39	815
10min	39	816
示	39	817
端猛	39	818
及右	39	819
05	39	820
煸	39	821
１	39	822
对	39	823
痛	39	824
肌上	39	825
峤	38	826
病变	38	827
鲋	38	828
暾	38	829
彭远飞	38	830
主要	38	831
03	38	832
气囊	38	833
流出	38	834
PDS	38	835
4.0	38	836
空肠	38	837
蔡加彬	37	838
正中	37	839
胆管癌	37	840
沿胃	37	841
５	37	842
十	37	843
代偿	37	844
0.4	37	845
性	37	846
正常	36	847
hemolok	36	848
处用	36	849
曲张	36	850
外科	36	851
膀胱	36	852
肝尾叶	36	853
强生	36	854
10ml	36	855
黄晓武	36	856
重	36	857
输少浆	36	858
可疑	36	859
下方	36	860
螅	36	861
０	36	862
下原	36	863
1000	36	864
2.8	36	865
徐泱	36	866
钳	36	867
二道	35	868
冰屑	35	869
林格氏	35	870
朱德	35	871
根治术	35	872
圆周	35	873
管约	35	874
字	35	875
套	35	876
祥	35	877
循环	35	878
灌流	35	879
弯	35	880
胆道	35	881
20min	35	882
至此	34	883
丁光宇	34	884
底部	34	885
	34	886
３	34	887
做	34	888
主刀	34	889
冰箱	34	890
机器人	34	891
肋下	34	892
个	34	893
脑死亡	34	894
冷冻	34	895
手托	34	896
液中	34	897
35ml	34	898
故	34	899
内见	34	900
方向	34	901
	34	902
距离	34	903
未及	34	904
T	34	905
或锐性	33	906
8.5	33	907
脾门处	33	908
法	33	909
切割	33	910
	33	911
16min	33	912
开胃	33	913
椤	33	914
右肾	33	915
150ml	33	916
状叶	32	917
张燕影	32	918
保护	32	919
刀及	32	920
去	32	921
材料	32	922
主任医师	32	923
04	32	924
右心房	32	925
葛宁花	32	926
左尾叶	32	927
胃肠	32	928
铡	32	929
间	32	930
硅胶管	31	931
沿肝	31	932
Hemalock	31	933
	31	934
提至	31	935
及其	31	936
前后	31	937
结合	31	938
印	31	939
突出	30	940
侵及	30	941
晌	30	942
	30	943
匏	30	944
	30	945
失	30	946
ｃ	30	947
伲	30	948
清亮	30	949
	30	950
脾脏	30	951
肝移植	30	952
patch	29	953
子宫	29	954
胆囊癌	29	955
开窗	29	956
刀离断	29	957
大部	29	958
减压	29	959
女	29	960
升结肠	29	961
李艺伟	29	962
1961	29	963
1.6	29	964
卸	29	965
增生	29	966
右肝管	29	967
左内	28	968
沿系膜	28	969
胃窦	28	970
操作	28	971
针道	28	972
鸩愎馗	28	973
缺血	28	974
辅助	28	975
6mm	28	976
TROCAR	28	977
４	28	978
接	28	979
2000ml	28	980
觥	28	981
偏	27	982
记录	27	983
体颈	27	984
朱小平	27	985
巫	27	986
占位性	27	987
圆	27	988
子	27	989
附件	27	990
±	27	991
费敏	27	992
胃壁	27	993
砑	27	994
任宁	27	995
孙琦蛮	27	996
揭顶	27	997
过程	27	998
Ｇ	27	999
形成	27	1000
仓静	27	1001
22	27	1002
杨橙	27	1003
陈智	27	1004
欠清	27	1005
中输	26	1006
蚊	26	1007
I	26	1008
清除	26	1009
	26	1010
诹	26	1011
再次	26	1012
剖面	26	1013
15MMHG	26	1014
伤口	26	1015
积血	26	1016
支架	26	1017
毕	26	1018
12cm	26	1019
徒嵛拗	26	1020
详见	26	1021
预置	26	1022
	26	1023
区	26	1024
李渊	26	1025
何梦江	26	1026
	26	1027
条	26	1028
局麻	26	1029
位置	26	1030
kochen	26	1031
18min	26	1032
另见	26	1033
2.2	26	1034
降	25	1035
锌	25	1036
中重度	25	1037
其旁	25	1038
加固	25	1039
幻队	25	1040
查无	25	1041
孔后	25	1042
	25	1043
全层	25	1044
砜	25	1045
29	25	1046
罅	25	1047
肌旁	25	1048
1200ml	25	1049
EC60A	25	1050
发现	25	1051
引导	25	1052
陈世耀	25	1053
5.0	25	1054
0.7	25	1055
填塞	24	1056
饕	24	1057
因	24	1058
汗	24	1059
5mm	24	1060
廖庆武	24	1061
术终	24	1062
许剑民	24	1063
另外	24	1064
┧	24	1065
点	24	1066
李懿	24	1067
质软	24	1068
猿	24	1069
疤痕	24	1070
张荃	24	1071
贡	24	1072
伸入	24	1073
右腋	24	1074
面对	24	1075
	24	1076
扩张	24	1077
	24	1078
薨	24	1079
深部	24	1080
14min	23	1081
息肉	23	1082
榻	23	1083
芄	23	1084
吸收	23	1085
掀	23	1086
餍	23	1087
乙肝	23	1088
胃体	23	1089
	23	1090
下腹	23	1091
FNH	23	1092
播散	23	1093
向下	23	1094
脓肿	23	1095
13min	23	1096
距肝	23	1097
欠	23	1098
苑	23	1099
浆膜	23	1100
Ｖ	23	1101
朱博群	23	1102
邻近	23	1103
	23	1104
笮	23	1105
好	22	1106
右腹直	22	1107
头	22	1108
艨	22	1109
	22	1110
⒂	22	1111
青阳	22	1112
扪及	22	1113
包绕	22	1114
冯	22	1115
剖腹	22	1116
松开	22	1117
06	22	1118
奕	22	1119
脂肪	22	1120
酒精	22	1121
肠癌	22	1122
逆行	22	1123
鄙	22	1124
中段	22	1125
蚊帕馨	22	1126
乙	22	1127
注意	22	1128
脐孔	22	1129
芤	22	1130
电凝	22	1131
Ｊ	21	1132
喂	21	1133
易勇	21	1134
神经	21	1135
60	21	1136
瓒	21	1137
周及	21	1138
	21	1139
侧	21	1140
θ	21	1141
人	21	1142
左上	21	1143
回声	21	1144
血栓	21	1145
再	21	1146
6.0	21	1147
肝功能	21	1148
坌	21	1149
挝	21	1150
放开	21	1151
x1	21	1152
董兆如	21	1153
脏面	21	1154
无水	21	1155
混	21	1156
李虹	21	1157
脂肪肝	21	1158
王	21	1159
做预	21	1160
周边	21	1161
赋	21	1162
胃角	21	1163
⑵	21	1164
	21	1165
？	21	1166
感染	21	1167
光滑	21	1168
紧密	21	1169
两个	21	1170
过	20	1171
8min	20	1172
分界线	20	1173
宫颈	20	1174
保留	20	1175
段近	20	1176
⒏	20	1177
慢性	20	1178
	20	1179
红色	20	1180
病检	20	1181
最大者	20	1182
胖萌	20	1183
取栓术	20	1184
化疗	20	1185
来自	20	1186
块	20	1187
征	20	1188
01	20	1189
CM	20	1190
完全	20	1191
骶	20	1192
	20	1193
谭长军	20	1194
两次	20	1195
00ml	20	1196
恶性肿瘤	20	1197
ml	20	1198
敫	20	1199
月	20	1200
8mm	20	1201
阴道	20	1202
直肌	20	1203
胃小弯	20	1204
胃镜	20	1205
葛圣金	20	1206
部位	20	1207
高脚	19	1208
幽	19	1209
球部	19	1210
上腹	19	1211
	19	1212
少浆	19	1213
半肝	19	1214
自	19	1215
血块	19	1216
蠕动	19	1217
20cm	19	1218
孙超	19	1219
囊顶	19	1220
抟	19	1221
门齿	19	1222
筒	19	1223
	19	1224
	19	1225
畸形	19	1226
压迫	19	1227
降部	19	1228
疃	19	1229
右尾叶	19	1230
陈诚	19	1231
联合	19	1232
野	19	1233
后见	19	1234
门口	19	1235
两	19	1236
尿量	18	1237
肝曲	18	1238
下腹部	18	1239
支及	18	1240
陈旧性	18	1241
胸腔	18	1242
直线	18	1243
:	18	1244
Ｉ	18	1245
铺	18	1246
	18	1247
斐	18	1248
步骤	18	1249
	18	1250
藁	18	1251
推开	18	1252
脾肿大	18	1253
请	18	1254
大部分	18	1255
叶见	18	1256
下及	18	1257
触及	18	1258
肌层	18	1259
整块	18	1260
淤胆	18	1261
	18	1262
鞫	18	1263
见色	18	1264
肋间	18	1265
７	18	1266
塑料	18	1267
魑	17	1268
廿四	17	1269
左肝内	17	1270
丁明	17	1271
怪	17	1272
吸引	17	1273
支癌	17	1274
生理盐水	17	1275
胶	17	1276
摇	17	1277
植入	17	1278
砀骨晃	17	1279
味厦	17	1280
胫	17	1281
謇	17	1282
存活	17	1283
下置	17	1284
行供	17	1285
三枚	17	1286
较大	17	1287
	17	1288
嵩	17	1289
冢	17	1290
王苗	17	1291
质中	17	1292
高压	17	1293
骨	17	1294
痪	17	1295
岢	17	1296
粘液	17	1297
ぃ	17	1298
烧灼	17	1299
解除	16	1300
粘合剂	16	1301
4U	16	1302
血供	16	1303
张力	16	1304
吻合术	16	1305
花斑	16	1306
巾单	16	1307
禫	16	1308
Opsite	16	1309
椎体	16	1310
奚	16	1311
钦伦秀	16	1312
糖尿病	16	1313
而成	16	1314
其内	16	1315
十六	16	1316
》	16	1317
细胞	16	1318
希	16	1319
注入	16	1320
淡黄色	16	1321
彻底	16	1322
dixon	16	1323
卵巢	16	1324
尾叶	16	1325
盲	16	1326
右腹	16	1327
	16	1328
1.3	16	1329
相应	16	1330
余	16	1331
把	16	1332
Prolene	16	1333
导尿管	16	1334
2.3	16	1335
⒔	16	1336
慈痛	16	1337
	16	1338
锐性	15	1339
谟	15	1340
琢	15	1341
范围	15	1342
椎弓	15	1343
散	15	1344
	15	1345
全肝	15	1346
Ｑ	15	1347
	15	1348
附着	15	1349
端侧	15	1350
双重	15	1351
	15	1352
肉眼	15	1353
龋	15	1354
笸	15	1355
楦	15	1356
Ｔ	15	1357
一块	15	1358
颈部	15	1359
肥大	15	1360
大者	15	1361
陈珺珺	15	1362
实质	15	1363
路	15	1364
	15	1365
敝	15	1366
12mm	15	1367
间质	15	1368
31	15	1369
功能	15	1370
不同	15	1371
结	15	1372
拔除	15	1373
裂开	15	1374
5.8	15	1375
马源	15	1376
湖稍	15	1377
叮	15	1378
Α	15	1379
明确	14	1380
腺癌	14	1381
胰及	14	1382
中诊	14	1383
胆囊炎	14	1384
澄清	14	1385
隙	14	1386
区域	14	1387
80ml	14	1388
钊	14	1389
>	14	1390
Hemalok	14	1391
分	14	1392
5ml	14	1393
闭合	14	1394
芭枨	14	1395
辉嗥	14	1396
2014.4	14	1397
内径	14	1398
＝	14	1399
外	14	1400
会诊	14	1401
胆肠	14	1402
	14	1403
肝尾	14	1404
手术过程	14	1405
未见子	14	1406
普外科	14	1407
纤维化	14	1408
几丁糖防	14	1409
02	14	1410
	14	1411
炎症	14	1412
伴肝	14	1413
方	14	1414
相互	14	1415
剖检	14	1416
进一步	14	1417
7.0	14	1418
段处	14	1419
嫖	14	1420
	14	1421
张晓光	14	1422
译跸	14	1423
肝右后	14	1424
双	14	1425
孔令群	14	1426
剖开	14	1427
不全	14	1428
9min	14	1429
15cm	14	1430
	14	1431
鸾	13	1432
肛门	13	1433
5min	13	1434
	13	1435
探及	13	1436
进入	13	1437
抻	13	1438
Ｍ	13	1439
由	13	1440
周益龙	13	1441
其	13	1442
ā	13	1443
也	13	1444
相邻	13	1445
x0	13	1446
扩肛	13	1447
吸出	13	1448
肝门处	13	1449
第	13	1450
	13	1451
琢鑫挥	13	1452
数枚	13	1453
⒁	13	1454
直线型	13	1455
修补	13	1456
增粗	13	1457
⑶	13	1458
左腋	13	1459
间隙	13	1460
%	13	1461
肺	13	1462
高	13	1463
适当	13	1464
顾	13	1465
	13	1466
马琦	13	1467
吴志全	13	1468
11min	13	1469
串珠	13	1470
蠓	13	1471
王毓琳	13	1472
ド	13	1473
庖	13	1474
上套	12	1475
贫血	12	1476
连线	12	1477
魏玉亮	12	1478
取尽	12	1479
体部	12	1480
肝断	12	1481
	12	1482
	12	1483
≡	12	1484
肾功能	12	1485
并作	12	1486
浑浊	12	1487
喷洒	12	1488
长约	12	1489
尾状叶	12	1490
其中	12	1491
腰	12	1492
x2	12	1493
蟛	12	1494
旁边	12	1495
头上	12	1496
反复	12	1497
贾户亮	12	1498
大小不等	12	1499
下角	12	1500
周荻	12	1501
拮	12	1502
0ml	12	1503
埽	12	1504
分叉	12	1505
按	12	1506
2u	12	1507
胆漏	12	1508
纱	12	1509
孙云帆	12	1510
增厚	12	1511
无胆	12	1512
	12	1513
	12	1514
岬	12	1515
地址	12	1516
外生型	12	1517
mm	12	1518
下叶	12	1519
期	12	1520
薜	12	1521
套扎	12	1522
陈旧	12	1523
	12	1524
刘	12	1525
Ｓ	12	1526
内镜	12	1527
	12	1528
穿刺针	12	1529
用电	11	1530
自系膜	11	1531
耄	11	1532
倪晓春	11	1533
浮	11	1534
攵	11	1535
切面	11	1536
加强	11	1537
环	11	1538
龆	11	1539
变	11	1540
⒓	11	1541
直	11	1542
艿	11	1543
恶性	11	1544
连环套	11	1545
包块	11	1546
正	11	1547
2013.12	11	1548
庄小凤	11	1549
放入	11	1550
银	11	1551
⒊	11	1552
皮下	11	1553
脓液	11	1554
黄白色	11	1555
问	11	1556
方芳	11	1557
水泥	11	1558
肝外	11	1559
岫	11	1560
穿通	11	1561
呛	11	1562
芪	11	1563
芗	11	1564
包裹	11	1565
韦烨	11	1566
槲	11	1567
	11	1568
器	11	1569
伴门脉	11	1570
7mm	11	1571
胡捷	11	1572
懈	11	1573
下端	11	1574
王会仁	11	1575
结节性	11	1576
利多卡因	11	1577
增大	11	1578
漏及	11	1579
小时	11	1580
	11	1581
红细胞	11	1582
厦	11	1583
	11	1584
对合	11	1585
完成	11	1586
薷	11	1587
稀	11	1588
ο	11	1589
抵钉座	11	1590
吸	10	1591
头端	10	1592
	10	1593
全部	10	1594
讲	10	1595
连硬	10	1596
Ｃ	10	1597
量	10	1598
软	10	1599
胸膜	10	1600
	10	1601
胃癌	10	1602
肌右缘	10	1603
左下	10	1604
危	10	1605
8.0	10	1606
６	10	1607
镜	10	1608
7min	10	1609
达	10	1610
拔出	10	1611
内侧	10	1612
邢	10	1613
黾	10	1614
溲	10	1615
其余	10	1616
田孟鑫	10	1617
浚	10	1618
寡	10	1619
亢进	10	1620
	10	1621
⒆	10	1622
高血压	10	1623
0cm	10	1624
敏	10	1625
埂	10	1626
晚期	10	1627
翔宇	10	1628
核	10	1629
琢黾	10	1630
清质	10	1631
结束	10	1632
镜检查	10	1633
5x1	10	1634
整	10	1635
癌肝	10	1636
中心	10	1637
叶肝	10	1638
X2	10	1639
副	10	1640
积液	10	1641
清创	10	1642
Ｏ	10	1643
泥沙	10	1644
残留	10	1645
狈	10	1646
嘤	10	1647
	10	1648
	10	1649
深	10	1650
复发性	10	1651
述	10	1652
胫骨	10	1653
	10	1654
吻	10	1655
套管	10	1656
一圈	10	1657
禝	10	1658
	10	1659
2.7	10	1660
苏子	10	1661
彩超	10	1662
矢状段	10	1663
1.4	10	1664
深面	10	1665
多囊	10	1666
支内	9	1667
王浩	9	1668
激发	9	1669
韩晓丹	9	1670
窦道	9	1671
待排	9	1672
＞	9	1673
禁食	9	1674
病情	9	1675
顶部	9	1676
肝短	9	1677
张俪	9	1678
内癌	9	1679
肌瘤	9	1680
扔	9	1681
醋	9	1682
加	9	1683
舫	9	1684
依次	9	1685
孙绮蛮	9	1686
Prolen	9	1687
堋	9	1688
逑	9	1689
黎亮	9	1690
仰卧位	9	1691
切	9	1692
trocar	9	1693
右尾	9	1694
提高	9	1695
关节	9	1696
Γ	9	1697
凤林	9	1698
ǔ	9	1699
分布	9	1700
2014.05	9	1701
薛立云	9	1702
年龄	9	1703
税卜挡	9	1704
随访	9	1705
进行	9	1706
跫	9	1707
筋膜	9	1708
匾	9	1709
质子泵	9	1710
渗血	9	1711
700ml	9	1712
囊性	9	1713
表现	9	1714
流汁	9	1715
苤	9	1716
沿肝右	9	1717
海绵	9	1718
矗	9	1719
诿	9	1720
厦嫦路	9	1721
⒍	9	1722
电灼	9	1723
沿原	9	1724
组	9	1725
味	9	1726
抑制剂	9	1727
以后	9	1728
∪	9	1729
送检	9	1730
4u	9	1731
	9	1732
拚	9	1733
健	9	1734
肌处	9	1735
	9	1736
Cool	9	1737
肋骨	9	1738
卵巢癌	9	1739
⒌	9	1740
造影	9	1741
叶脏面	9	1742
认偬	9	1743
嗟	9	1744
陆旭	9	1745
⒃	8	1746
主任	8	1747
谧	8	1748
分开	8	1749
	8	1750
雓	8	1751
盼	8	1752
脓腔	8	1753
三叶	8	1754
极大	8	1755
壁厚	8	1756
远近	8	1757
